company_name,geocoded_street_address,geocoded_city_address,st_asgeojson,geocoded_zip
"",,,"{""type"":""Point"",""coordinates"":[-118.328591041604994,34.128089262614303]}",90068
"The Fox Agency, New York",,,"{""type"":""Point"",""coordinates"":[-118.309869963835993,34.066378625528202]}",90020
"",,,"{""type"":""Point"",""coordinates"":[-118.260058796009005,34.1118422011129]}",
DB Creativity,,,"{""type"":""Point"",""coordinates"":[-119.503235535757995,37.240049028062899]}",
Four Seasons,,,"{""type"":""Point"",""coordinates"":[-118.412720944444004,34.100182410059602]}",90210
Dake Wilson Architects,,,"{""type"":""Point"",""coordinates"":[-118.330447372253005,34.128212086589102]}",90068
Moore Protection,,,"{""type"":""Point"",""coordinates"":[-118.614042828183997,34.177380937322802]}",91367
Ceron Painting,,,"{""type"":""Point"",""coordinates"":[-118.614042828183997,34.177380937322802]}",91367
"",,,"{""type"":""Point"",""coordinates"":[-118.383827854771994,34.051805598412699]}",90035
"",,,"{""type"":""Point"",""coordinates"":[-118.614042828183997,34.177380937322802]}",91367
Village Vet,,,"{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
"",,,"{""type"":""Point"",""coordinates"":[-118.259193658079994,34.111101350067997]}",90039
Digital Handyman,,,"{""type"":""Point"",""coordinates"":[-118.326528195826,34.088750751597502]}",90038
Descanso Pediatrics,,"La Canada Flintridge, CA","{""type"":""Point"",""coordinates"":[-118.157153382667005,34.232584872898499]}",91011
"",,,"{""type"":""Point"",""coordinates"":[-118.547552629131005,34.155099183571799]}",91356
Niagara Carpet Cleaner,,,"{""type"":""Point"",""coordinates"":[-118.308211186826995,34.059453933382201]}",90005
iFone Repair Service,,"Glendale, ","{""type"":""Point"",""coordinates"":[-118.243070668490006,34.136579839835903]}",91205
Walter's Transfer,,,"{""type"":""Point"",""coordinates"":[-118.383674251474005,34.051808334617]}",90035
"Balanced Strength, Inc.",,,"{""type"":""Point"",""coordinates"":[-118.445918678148004,34.045503025111401]}",90025
"",,,"{""type"":""Point"",""coordinates"":[-118.412720944444004,34.100182410059602]}",90210
Naomi Langer Studi,,,"{""type"":""Point"",""coordinates"":[-118.308211186826995,34.059453933382201]}",90005
"",,,"{""type"":""Point"",""coordinates"":[-118.249272447224001,34.236719801610398]}",
Rob Steiner Gardens,,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90048
Bednar Construction,,,"{""type"":""Point"",""coordinates"":[-118.412720944444004,34.100182410059602]}",90210
"",,,"{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
"",,,"{""type"":""Point"",""coordinates"":[-118.326528195826,34.088750751597502]}",90038
Integrated Solutions,,,"{""type"":""Point"",""coordinates"":[-118.328591041604994,34.128089262614303]}",90068
One Moving Kind of Guy,,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.326528195826,34.088750751597502]}",90038
"",,,"{""type"":""Point"",""coordinates"":[-118.326528195826,34.088750751597502]}",90038
LA Live,,,"{""type"":""Point"",""coordinates"":[-118.326528195826,34.088750751597502]}",90038
"",,,"{""type"":""Point"",""coordinates"":[-118.615405530152003,34.177054928233296]}",91367
"",,,"{""type"":""Point"",""coordinates"":[-118.328591041604994,34.128089262614303]}",90068
Jikoni Catering,,,"{""type"":""Point"",""coordinates"":[-118.326528195826,34.088750751597502]}",90038
"",,,"{""type"":""Point"",""coordinates"":[-118.326528195826,34.088750751597502]}",90038
Alpine Auto,,,"{""type"":""Point"",""coordinates"":[-118.326528195826,34.088750751597502]}",90038
"",,,"{""type"":""Point"",""coordinates"":[-118.326528195826,34.088750751597502]}",90038
"",,,"{""type"":""Point"",""coordinates"":[-118.875581891576999,34.308760896382999]}",93021
Eco Builders,,,"{""type"":""Point"",""coordinates"":[-118.330447372253005,34.128212086589102]}",90068
"",,,"{""type"":""Point"",""coordinates"":[-118.412720944444004,34.100182410059602]}",90210
The Woven Garden,,,"{""type"":""Point"",""coordinates"":[-118.412720944444004,34.100182410059602]}",90210
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Imelda Perez Housekeeping ,,,"{""type"":""Point"",""coordinates"":[-118.328591041699994,34.128089262647798]}",
Steady Acupuncture,,,"{""type"":""Point"",""coordinates"":[-118.324003644531999,34.078511555286397]}",
Sun Kap,,,"{""type"":""Point"",""coordinates"":[-118.157311003383001,34.110261194426201]}",
Overland Veterinary Clinic,,,"{""type"":""Point"",""coordinates"":[-118.412055160281,34.024807961954501]}",
"",,,"{""type"":""Point"",""coordinates"":[-118.365202417491005,34.107410286267999]}",90046
Alcala Carpets,,,"{""type"":""Point"",""coordinates"":[-118.365202417491005,34.107410286267999]}",90046
Imagital Graphics,,"Rosemead, CA","{""type"":""Point"",""coordinates"":[-118.082266724785001,34.068810681033703]}",90004
Baron's Heating,,,"{""type"":""Point"",""coordinates"":[-118.308211186826995,34.059453933382201]}",90005
"",,,"{""type"":""Point"",""coordinates"":[-118.308211186826995,34.059453933382201]}",90005
Digital Concepts,,,"{""type"":""Point"",""coordinates"":[-118.614042828183997,34.177380937322802]}",91367
"",11620 Wilshire BLVD UNIT #700,"LOS ANGELES, ","{""type"":""Point"",""coordinates"":[-118.446414182417996,34.046099316326199]}",90025
"",,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90048
"",,,"{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
Crystal Pool,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Power Pro Plumbing,,,"{""type"":""Point"",""coordinates"":[-118.491937685785999,34.088039694838997]}",90049
L.A. Leather Repair,,,"{""type"":""Point"",""coordinates"":[-118.491937685785999,34.088039694838997]}",90049
"",321 N Larchmont BLVD STE 612,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.323729284256999,34.076489208827198]}",90004
Heldfond Medical Group,8631 W Third ST STE 510E,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.380505592857006,34.0736669241805]}",90048
Golden Bridge Yoga,,,"{""type"":""Point"",""coordinates"":[-118.263637639554005,34.078824685077201]}",90026
"",,,"{""type"":""Point"",""coordinates"":[-118.259193658079994,34.111101350067997]}",90039
Andy LeCompte Salon,,,"{""type"":""Point"",""coordinates"":[-118.207664845167997,34.137729036180097]}",90041
Steady Acupuncture,435 N Larchmont Blvd,"Los Angeles, CA 90004","{""type"":""Point"",""coordinates"":[-118.323753808991995,34.078063072911199]}",90004
"",411 N Larchmont BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.323734259131001,34.077729761591002]}",90004
"",321 N Larchmont BLVD STE 906,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.323729284256999,34.076489208827198]}",90004
Good Company,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"Kris Paden, Esq.",,CA,"{""type"":""Point"",""coordinates"":[-118.694071175616003,34.199720078559601]}",91307
"",2080 Century PARK E,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.412226282922006,34.058856168354502]}",90067
"",,,"{""type"":""Point"",""coordinates"":[-118.308211186826995,34.059453933382201]}",90005
ENS Designs,,,"{""type"":""Point"",""coordinates"":[-118.381182141216001,34.094309765850298]}",90069
Echo Landscape Design,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
ML Associates,,,"{""type"":""Point"",""coordinates"":[-118.227538642507994,34.109669129721198]}",90065
"",,,"{""type"":""Point"",""coordinates"":[-118.516679362871002,34.1604110078923]}",91316
Con Queso Productions,,,"{""type"":""Point"",""coordinates"":[-118.491937685785999,34.088039694838997]}",90049
Horton's Carpet Upholstery Cleaning,,,"{""type"":""Point"",""coordinates"":[-118.491937685785999,34.088039694838997]}",90049
"",,,"{""type"":""Point"",""coordinates"":[-118.263637639554005,34.078824685077201]}",90026
"",,,"{""type"":""Point"",""coordinates"":[-118.491937685785999,34.088039694838997]}",90049
Paul Mitchell/Epic Focus Salon,17207 Ventura BLVD,"Encino, CA","{""type"":""Point"",""coordinates"":[-118.508579375154,34.160774564871502]}",91316
The Tooth Fairy,,,"{""type"":""Point"",""coordinates"":[-118.49153499498,34.029913245327698]}",90403
Perfect Day Surf Camp,,,"{""type"":""Point"",""coordinates"":[-118.328591041604994,34.128089262614303]}",90068
techiehead.com,,,,
My Housekeeper,,,"{""type"":""Point"",""coordinates"":[-118.393486325211001,34.138809594351301]}",91604
BVA Independent Service Specialists,1522 Broadway,"Santa Monica, CA","{""type"":""Point"",""coordinates"":[-118.482890235843001,34.023619393632501]}",90404
"",2001 Santa Monica BLVD,"Santa Monica, CA","{""type"":""Point"",""coordinates"":[-118.480120619356995,34.029371804664898]}",90404
Happy Dog Service,,,"{""type"":""Point"",""coordinates"":[-118.49153499498,34.029913245327698]}",90403
"",2128 Pico BLVD,"Santa Monica, CA","{""type"":""Point"",""coordinates"":[-118.467521426039994,34.020224294234602]}",90405
Shin,1025 Montana BLVD,"Santa Monica, CA","{""type"":""Point"",""coordinates"":[-118.498771119137999,34.029387511755402]}",90403
Robertpressler.com,,,"{""type"":""Point"",""coordinates"":[-118.328591041604994,34.128089262614303]}",90068
Tony Lucas Art Installation,,,"{""type"":""Point"",""coordinates"":[-118.670100973274003,34.124260578013299]}",
teamspace,,,"{""type"":""Point"",""coordinates"":[-71.614059494405495,42.2681191892407]}",01581
Maggie Designer Alterations,12409 Ventura CT UNIT #F,"Studio City, CA","{""type"":""Point"",""coordinates"":[-118.404198661525001,34.143291541613301]}",91604
"",,,"{""type"":""Point"",""coordinates"":[-118.489266274483995,34.087193557306598]}",90049
Tr Tree Resource,,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.290811650867994,34.1255112066601]}",90027
ZEN Foods,,,"{""type"":""Point"",""coordinates"":[-118.489266274483995,34.087193557306598]}",90049
Plates,,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.516679362871002,34.1604110078923]}",91316
Hi-Tech Automotive,4000 Fountain AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.278696776922004,34.095602750104398]}",90029
Contemporary Catering,,,"{""type"":""Point"",""coordinates"":[-118.462974540310995,34.146386306416701]}",91403
Larsen Fine Homes,,,"{""type"":""Point"",""coordinates"":[-118.338736237391998,34.048638385939]}",90019
OnDeck Mediation,,,"{""type"":""Point"",""coordinates"":[-118.365202417424001,34.107410286201699]}",90046
The Audition Magician,Beverly/Norton,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.328591041699994,34.128089262647798]}",90068
All Play Music,,,"{""type"":""Point"",""coordinates"":[-118.489266274483995,34.087193557306598]}",90049
"",,,"{""type"":""Point"",""coordinates"":[-118.290811650828999,34.125511206639203]}",90027
"Laura Collura, MA, MFTI",520 S Sepulveda BLVD STE 306,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.459582132446002,34.065892538497501]}",90049
checklistmommy.com,3056 Durand DR,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.323576549357995,34.124759326920802]}",90068
"",,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.411047253741003,34.104822294465897]}",
Robert Saslow Designs,,,"{""type"":""Point"",""coordinates"":[-118.326528195899996,34.088750751602902]}",90038
"",,,"{""type"":""Point"",""coordinates"":[-118.420783595021007,34.255616756580501]}",91331
"",,,"{""type"":""Point"",""coordinates"":[-118.372710721366005,34.072924446587599]}",90048
"",300 N Arden BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.325637769479997,34.076378488182797]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.338736237391998,34.048638385939]}",90019
"",,,"{""type"":""Point"",""coordinates"":[-118.321652710264999,34.037837610967301]}",90018
Floor Refinisher,,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
"Woodsmall Law Group, PC",,,"{""type"":""Point"",""coordinates"":[-118.317434327356011,34.049662969094499]}",90019
all american apliance,,,"{""type"":""Point"",""coordinates"":[-118.402081740412001,34.263194876699899]}",91331
"",,,"{""type"":""Point"",""coordinates"":[-118.002566261146995,34.1577376882991]}",91016
"",,,"{""type"":""Point"",""coordinates"":[-118.425039788687997,34.036952103769103]}",90064
Rug Ideas,1655 S La Cienega BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.383674251480002,34.051808334608999]}",90035
"",,,"{""type"":""Point"",""coordinates"":[-118.317434327356011,34.049662969094499]}",90019
Chapala Concrete Inc.,,,"{""type"":""Point"",""coordinates"":[-118.309869963835993,34.066378625528202]}",90020
Idea!,,,"{""type"":""Point"",""coordinates"":[-118.489266274390005,34.087193557236198]}",90049
"",124 N Le Doux RD,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.376990173555001,34.066274434254296]}",90211
Lerman Appliances,,,"{""type"":""Point"",""coordinates"":[-118.310715038508988,34.076258599105401]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.420783595009993,34.255616756597803]}",90004
Arturo's Shoe Fixx,9643 S Santa Monica BLVD,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.406545707114006,34.069181018902199]}",90210
Arturo's Shoe Fixx,9735 Wilshire BLVD UNIT 121,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.407747446760993,34.067167019250697]}",90212
Theatrical Auto Body,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Gardener,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Korney and Korney,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"","","Los Angeles, CA 90004","{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
Mobile Dog Groomer,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Francesca Paige Sin Care,,,"{""type"":""Point"",""coordinates"":[-118.837991209508004,34.0712852954602]}",90265
Tipperary,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.259193658079994,34.111101350067997]}",90039
Baseball Central,5746 Venice,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.363950109962005,34.042527588559402]}",90019
Rudy's Barbershop,4451 W Sunset BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.286409415597007,34.0979906620761]}",90027
GM Guitierrez Construction,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
UCLA Head and Neck,200 Medical PLZ STE 550,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.411050481461004,34.1048085331512]}",90095
Golden Saddle,1618 Lucile AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.278105122605993,34.091396177103803]}",90026
http://wenndymac.com,,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90048
No Wire Hangers,,,"{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
Bike Shop,,,"{""type"":""Point"",""coordinates"":[-118.309867862934993,34.066366176747998]}",90020
Castillo West Accountancy Corporation,2444 Wilshire BLVD STE 504,"Santa Monica, CA","{""type"":""Point"",""coordinates"":[-118.478581083360993,34.034632424833397]}",90403
Bryden Electrical,1730 22 Nd ST,"Santa Monica, CA","{""type"":""Point"",""coordinates"":[-118.472719539213998,34.025341813774403]}",90404
Dwanyne Lewis Construction,,,"{""type"":""Point"",""coordinates"":[-118.338880807029,34.048567620291301]}",90019
Therapy Works,5472 Wilshire BLVD UNIT B,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.347648779156003,34.062152426558697]}",90003
md,,,"{""type"":""Point"",""coordinates"":[-118.414726947637007,34.101058909493403]}",90210
Homero Hardwood Floors Inc.,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Mod Op,,,"{""type"":""Point"",""coordinates"":[-118.435735144763001,34.066263867123403]}",90024
Aqua Swim,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Bottomline Termite,1864 Arrow HWY,"La Verne, CA","{""type"":""Point"",""coordinates"":[-117.7759286868,34.098878934980704]}",91750
"",840 N Fairfax,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.361126595548001,34.086652960725601]}",90046
"",,,"{""type"":""Point"",""coordinates"":[-118.326954861738997,34.204515824043199]}",91504
"",,,"{""type"":""Point"",""coordinates"":[-118.328591041604994,34.128089262614303]}",90068
Hand Made by Colby Murray,,,"{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
"",,,"{""type"":""Point"",""coordinates"":[-118.463474743004994,33.9943738393169]}",90291
Messex Industries,,,"{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"",554 N Cahuenga BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.329123270729994,34.080545747560699]}",90004
"Robert S. Seltzer, C.P.A./P.F.S.",1801 Century PARK E STE 1080,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.415819853808998,34.062189066422803]}",90067
"",4959 Romaine ST UNIT #4,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.299490646940001,34.088808208505803]}",90029
Ryan Hobson Design,,"Seattle, WA","{""type"":""Point"",""coordinates"":[-122.351038728847001,47.620550150493401]}",
Bob Baker Marionettes,,,"{""type"":""Point"",""coordinates"":[-118.365295811348005,34.107471444297701]}",90046
A Child's Walk,,,"{""type"":""Point"",""coordinates"":[-118.259193658079994,34.111101350067997]}",90039
Honey-Do Handyman,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
DJ Tremendez,,,"{""type"":""Point"",""coordinates"":[-118.491937685785999,34.088039694838997]}",90049
"",,,"{""type"":""Point"",""coordinates"":[-77.147576173879699,38.756505959933598]}",22315
Coldwell-Banker Larchmont,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"",Pacific Coast Just North Of Malibu CYN,"Malibu, CA","{""type"":""Point"",""coordinates"":[-118.766319826265999,34.008805293522101]}",
Neil George,,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.402113990931994,34.078526293723399]}",
"",,"West Hollywood, CA","{""type"":""Point"",""coordinates"":[-118.371827455886006,34.0882664462343]}",
"",,,"{""type"":""Point"",""coordinates"":[-118.330447372253005,34.128212086589102]}",90068
Sammy's Beauty Salon,3307 Glendale BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.260302965836004,34.118819467890802]}",90026
Home Systems Inspection Service,,"Garden Grove, CA","{""type"":""Point"",""coordinates"":[-118.026268388383002,33.783064320996502]}",92845
"",,,"{""type"":""Point"",""coordinates"":[-118.290811650867994,34.1255112066601]}",90027
Sotheby's ,,,"{""type"":""Point"",""coordinates"":[-118.259193658079994,34.111101350067997]}",90039
"",,,"{""type"":""Point"",""coordinates"":[-118.594986268260996,34.154907918063202]}",91364
Gilli Wellness,,,"{""type"":""Point"",""coordinates"":[-118.446414182417996,34.046099316326199]}",90025
Morales exterminator,,,"{""type"":""Point"",""coordinates"":[-118.330447372253005,34.128212086589102]}",90068
Assured Solutions,,,"{""type"":""Point"",""coordinates"":[-118.491937685785999,34.088039694838997]}",90049
Kat's Pest Solutions,,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90048
Thyroid Specialist,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
MDR The Studio,,,"{""type"":""Point"",""coordinates"":[-118.467981006911003,34.012032740992403]}",90405
Mimi's Body Art,1424 Abbot Kinney BLVD,"Venice, CA","{""type"":""Point"",""coordinates"":[-118.465205164870994,33.990213540609602]}",90291
TNT Wiring,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.330447372253005,34.128212086589102]}",90068
"",,,"{""type"":""Point"",""coordinates"":[-71.614059494405495,42.2681191892407]}",01581
"",8920 Wilshire BLVD UNIT #316,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.386329099777996,34.066694486612697]}",90211
Edible gardens,,,"{""type"":""Point"",""coordinates"":[-118.330447372253005,34.128212086589102]}",90068
Glenn L. Sperbeck D.D.D. Inc,6206 W 87 Th ST,"Westchester, CA","{""type"":""Point"",""coordinates"":[-118.39386094999,33.9584219115427]}",90045
Dr Paul Thompson,4526 Rinetti LN,"La Canada, CA","{""type"":""Point"",""coordinates"":[-118.191865680739994,34.201109487687198]}",91011
Sally's Nails,16060 Ventura BLVD,"Encino, CA","{""type"":""Point"",""coordinates"":[-118.482780037682005,34.156163790020699]}",91436
"",435 N Bedford STE LL1,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.405925161048003,34.068317877615002]}",90210
Safer Baby,12420 Ventura BLVD,"Studio City, CA","{""type"":""Point"",""coordinates"":[-119.503235502799996,37.240048945280101]}",
Safer Baby,,,"{""type"":""Point"",""coordinates"":[-118.614042828183997,34.177380937322802]}",91367
"",,,"{""type"":""Point"",""coordinates"":[-118.383827854771994,34.051805598412699]}",90035
"",,,"{""type"":""Point"",""coordinates"":[-118.430779767066994,34.001417047730499]}",90066
Steve's Service Company,,,"{""type"":""Point"",""coordinates"":[-118.594986268260996,34.154907918063202]}",91364
Hair by Michele,,,"{""type"":""Point"",""coordinates"":[-118.594986268260996,34.154907918063202]}",91364
Belle Alterations,,,"{""type"":""Point"",""coordinates"":[-118.594986268260996,34.154907918063202]}",91364
LA Baron Limo,,,"{""type"":""Point"",""coordinates"":[-118.594986268260996,34.154907918063202]}",91364
"",,,"{""type"":""Point"",""coordinates"":[-118.330447372253005,34.128212086589102]}",90068
"",407 S Orange DR,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.342178644770001,34.066590664031999]}",90036
Car Wash,,,"{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
Team Tutors,,,"{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
"",,,"{""type"":""Point"",""coordinates"":[-118.338880807029,34.048567620291301]}",90019
First Class Tailors,11701 Wilshire BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.460868541815998,34.049566416458397]}",90025
"",,,"{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
"",,,"{""type"":""Point"",""coordinates"":[-118.393486325211001,34.138809594351301]}",91604
George's Drapery,1309 3 Rd AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.320102860065006,34.047146276142897]}",90001
Tech Girl Wonder,1615 S Wilton PL,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.314845033037003,34.0430411593317]}",90019
SM Car Wash,,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
Landecker Insurance Services,,,"{""type"":""Point"",""coordinates"":[-118.330166455129017,34.064482879419998]}",90020
New-pipe,5528 Cahuenga BLVD,"North Hollywood, CA","{""type"":""Point"",""coordinates"":[-118.361460576615997,34.170615082942902]}",
ARTovator: Face Painting with Love!,8321 City Lights DR,"Aliso Viejo, CA","{""type"":""Point"",""coordinates"":[-117.726500978084005,33.573725316625598]}",92656
Beyond Home theater,,,"{""type"":""Point"",""coordinates"":[-118.365202417424001,34.107410286201699]}",90046
Biba West Hollywood,321 S Beverly DR,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.399438654164001,34.061306174730802]}",90004
Sothebys Homes,9255 Sunset BLVD UNIT MEZZ,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.393829823456002,34.090202183971002]}",90069
Lipson Plumbing,148 N Larchmont BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.323442773447994,34.073799096153898]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.251577510011998,34.0451640849653]}",90014
Robert E. Price Piano Tuning,,,"{""type"":""Point"",""coordinates"":[-118.290811650828999,34.125511206639203]}",90027
bo kane acting,,,"{""type"":""Point"",""coordinates"":[-118.207638750265005,34.1375659183105]}",90041
"",,,"{""type"":""Point"",""coordinates"":[-118.365202417491005,34.107410286267999]}",90046
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
"",,"Echo Park, CA","{""type"":""Point"",""coordinates"":[-119.503235535757995,37.240049028062899]}",
Gary's Knife Sharpening,8347 Beverly BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.371596226611999,34.076349705077902]}",90048
All About U Montage,18709 Topham ST STE 200,"Tarzana, CA","{""type"":""Point"",""coordinates"":[-118.540672910726002,34.180796152104399]}",91335
PVM Concrete Contractor,,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.309869963835993,34.066378625528202]}",90020
Podiume,300 N Arden BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.325637769479997,34.076378488182797]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.383674251480002,34.051808334608999]}",90035
"",,,"{""type"":""Point"",""coordinates"":[-118.601901598235997,34.178817275217298]}",91367
Kallpachay Camp,1841 S Hayworth AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.371042287923999,34.042173528268002]}",90035
Em's Childcare,,,"{""type"":""Point"",""coordinates"":[-118.326244604261007,34.064710714544901]}",90020
Breaking The Code Academy,,,"{""type"":""Point"",""coordinates"":[-118.27773062992901,34.101367231745897]}",90027
Hans The Tailor,8116 W 3 Rd ST,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.366430906632999,34.072111039528103]}",90035
Pro PT,,,"{""type"":""Point"",""coordinates"":[-118.306892333750994,34.059162564588497]}",90005
Go Green Steam,,"Pasadena, CA","{""type"":""Point"",""coordinates"":[-118.165980943365,34.168881209324802]}",90004
Universal Technician,,,"{""type"":""Point"",""coordinates"":[-118.317235983193996,34.028734967253598]}",90018
Air Quality Systems,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.309867862934993,34.066366176747998]}",90020
"",,,"{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
Veterinary Care Center,6666 Santa Monica BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.335439851803997,34.090425240908402]}",90004
polytech environmental,,,"{""type"":""Point"",""coordinates"":[-118.614042828183997,34.177380937322802]}",91367
"Ray's Hvac,Inc",15715 Marilla ST,"North HIlls, CA","{""type"":""Point"",""coordinates"":[-118.474527117362001,34.247618820170203]}",91343
Horseback Riding School for kids,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"",17525 Ventura BLVD,"Encino, CA","{""type"":""Point"",""coordinates"":[-118.515312031625996,34.162685258679304]}",91316
"",8750 Wilshire BLVD STE 350,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.382875620413003,34.066743273534897]}",90211
